question_id,question,answer,source_id
178,พนักงานสามารถทำงานจากที่บ้านได้หรือไม่?,บริษัทอนุญาตให้ทำงานจากที่บ้านได้บางส่วนขึ้นอยู่กับนโยบาย,0
179,สิทธิ์ลาคลอดบุตรของพนักงานหญิงคือกี่วัน?,พนักงานหญิงมีสิทธิ์ลาคลอดบุตรได้ 90 วัน,0
180,การประเมินผลการทำงานมีความถี่กี่ครั้งต่อปี?,บริษัททำการประเมินผลการทำงานปีละ 2 ครั้ง,0
181,การลางานต้องแจ้งล่วงหน้ากี่วัน?,โดยปกติควรแจ้งล่วงหน้าอย่างน้อย 3 วันทำการ,0
182,ประกันสังคมครอบคลุมสิทธิ์อะไรบ้าง?,ประกันสังคมครอบคลุมการรักษาพยาบาล การว่างงาน และเงินบำเหน็จบำนาญ,0
183,เวลาทำงานมาตรฐานของบริษัทคือกี่ชั่วโมงต่อวัน?,เวลาทำงานมาตรฐานคือ 8 ชั่วโมงต่อวัน,0
184,พนักงานใหม่มีช่วงทดลองงานนานเท่าไร?,โดยทั่วไปช่วงทดลองงานมีระยะเวลา 3-6 เดือน,0
185,วิธีการยื่นใบลาอย่างไร?,สามารถยื่นใบลาได้ผ่านระบบออนไลน์ของบริษัทหรือแจ้งหัวหน้างาน,0
186,วันหยุดนักขัตฤกษ์ในบริษัทนี้มีกี่วันต่อปี?,มีประมาณ 13 วันต่อปี,0
187,วิธีการขอเบิกค่าใช้จ่ายอย่างไร?,สามารถยื่นขอเบิกค่าใช้จ่ายได้ผ่านระบบหรือกรอกแบบฟอร์มที่แผนกบัญชี,0
188,พนักงานสามารถทำงานจากที่บ้านได้หรือไม่?,บริษัทอนุญาตให้ทำงานจากที่บ้านได้บางส่วนขึ้นอยู่กับนโยบาย,0
189,สิทธิ์ลาคลอดบุตรของพนักงานหญิงคือกี่วัน?,พนักงานหญิงมีสิทธิ์ลาคลอดบุตรได้ 90 วัน,0
190,การประเมินผลการทำงานมีความถี่กี่ครั้งต่อปี?,บริษัททำการประเมินผลการทำงานปีละ 2 ครั้ง,0
191,การลางานต้องแจ้งล่วงหน้ากี่วัน?,โดยปกติควรแจ้งล่วงหน้าอย่างน้อย 3 วันทำการ,0
192,ประกันสังคมครอบคลุมสิทธิ์อะไรบ้าง?,ประกันสังคมครอบคลุมการรักษาพยาบาล การว่างงาน และเงินบำเหน็จบำนาญ,0
193,เวลาทำงานมาตรฐานของบริษัทคือกี่ชั่วโมงต่อวัน?,เวลาทำงานมาตรฐานคือ 8 ชั่วโมงต่อวัน,0
194,พนักงานใหม่มีช่วงทดลองงานนานเท่าไร?,โดยทั่วไปช่วงทดลองงานมีระยะเวลา 3-6 เดือน,0
195,วิธีการยื่นใบลาอย่างไร?,สามารถยื่นใบลาได้ผ่านระบบออนไลน์ของบริษัทหรือแจ้งหัวหน้างาน,0
196,วันหยุดนักขัตฤกษ์ในบริษัทนี้มีกี่วันต่อปี?,มีประมาณ 13 วันต่อปี,0
197,วิธีการขอเบิกค่าใช้จ่ายอย่างไร?,สามารถยื่นขอเบิกค่าใช้จ่ายได้ผ่านระบบหรือกรอกแบบฟอร์มที่แผนกบัญชี,0
198,พนักงานสามารถทำงานจากที่บ้านได้หรือไม่?,บริษัทอนุญาตให้ทำงานจากที่บ้านได้บางส่วนขึ้นอยู่กับนโยบาย,0
199,สิทธิ์ลาคลอดบุตรของพนักงานหญิงคือกี่วัน?,พนักงานหญิงมีสิทธิ์ลาคลอดบุตรได้ 90 วัน,0
200,การประเมินผลการทำงานมีความถี่กี่ครั้งต่อปี?,บริษัททำการประเมินผลการทำงานปีละ 2 ครั้ง,0
201,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
202,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
203,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
204,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
205,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
206,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
207,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
208,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
209,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
210,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
211,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
212,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
213,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
214,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
215,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
216,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
217,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
218,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
219,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
220,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
221,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
222,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
223,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
224,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
225,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
226,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
227,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
228,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
229,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
230,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
231,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
232,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
233,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
234,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
235,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
236,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
237,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
238,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
239,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
240,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
241,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
242,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
243,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
244,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
245,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
246,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
247,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
248,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
249,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
250,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
251,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
252,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
253,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
254,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
255,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
256,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
257,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
258,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
259,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
260,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
261,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
262,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
263,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
264,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
265,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
266,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
267,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
268,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
269,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
270,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
271,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
272,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
273,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
274,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
275,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
276,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
277,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
278,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
279,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
280,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
281,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
282,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
283,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
284,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
285,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
286,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
287,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
288,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
289,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
290,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
291,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
292,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
293,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
294,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
295,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
296,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
297,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
298,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
299,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
300,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
301,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
302,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
303,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
304,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
305,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
306,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
307,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
308,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
309,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
310,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
311,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
312,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
313,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
314,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
315,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
316,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
317,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
318,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
319,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
320,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
321,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
322,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
323,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
324,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
325,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
326,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
327,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
328,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
329,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
330,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
331,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
332,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
333,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
334,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
335,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
336,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
337,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
338,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
339,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
340,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
341,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
342,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
343,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
344,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
345,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
346,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
347,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
348,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
349,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
350,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
351,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
352,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
353,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
354,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
355,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
356,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
357,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
358,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
359,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
360,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
361,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
362,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
363,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
364,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
365,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
366,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
367,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
368,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
369,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
370,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
371,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
372,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
373,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
374,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
375,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
376,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
377,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
378,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
379,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
380,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
381,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
382,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
383,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
384,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
385,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
386,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
387,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
388,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
389,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
390,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
391,How many days in advance should I notify for leave?,You should notify at least 3 business days in advance,0
392,What benefits are covered by social security?,"Social security covers medical treatment, unemployment, and pension",0
393,What is the standard working hour per day?,The standard working hour is 8 hours per day,0
394,How long is the probation period for new employees?,The probation period is generally 3-6 months,0
395,How can I submit a leave request?,You can submit a leave request through the company's online system or inform your supervisor,0
396,How many public holidays does the company offer per year?,There are approximately 13 public holidays per year,0
397,How can I claim expenses?,You can claim expenses through the system or by submitting a form to the accounting department,0
398,Is working from home allowed?,Working from home is allowed partially depending on the company's policy,0
399,What is the maternity leave entitlement for female employees?,Female employees are entitled to 90 days of maternity leave,0
400,How often is the performance evaluation conducted?,Performance evaluations are conducted twice a year,0
